date,open,high,low,close,adj_close,volume,ticker,return_1d,trend_5d_return,volume_ma_20,volume_ratio_20,google_trends_ai_interest_raw,sec_ai_intensity_raw,G_bucket,F_bucket,T_bucket,V_bucket,state_without_position
2020-01-02,67.42050170898438,68.43399810791016,67.32450103759766,68.43399810791016,67.87303161621094,27278000,GOOGL,,,,,,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-03,67.4000015258789,68.6875,67.36599731445312,68.07599639892578,67.5179672241211,23408000,GOOGL,-0.005231302973139007,,,,,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-06,67.58149719238281,69.91600036621094,67.55000305175781,69.8905029296875,69.31758880615234,46768000,GOOGL,0.026653965692680526,,,,,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-07,70.02300262451172,70.17500305175781,69.5780029296875,69.75550079345703,69.1836929321289,34330000,GOOGL,-0.0019316291338101754,,,,,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-08,69.74099731445312,70.59249877929688,69.63150024414062,70.25199890136719,69.6761245727539,35314000,GOOGL,0.007117741475698436,,33419600.0,1.0566852984476176,,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-09,71.09649658203125,71.43399810791016,70.510498046875,70.989501953125,70.40758514404297,33200000,GOOGL,0.010498008834077588,0.03734257137891972,33383000.0,0.9945181679297846,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-10,71.47350311279297,71.74700164794922,70.9800033569336,71.447998046875,70.86231994628906,26258000,GOOGL,0.006458605295378117,0.04953278156415197,32365142.85714286,0.8113049312311305,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-13,71.76249694824219,72.0739974975586,71.26850128173828,72.00150299072266,71.41130065917969,30730000,GOOGL,0.007747145638284714,0.030204626114195054,32160750.0,0.9555125424624736,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-14,72.0,72.13150024414062,71.38849639892578,71.52950286865234,70.94316864013672,26076000,GOOGL,-0.006555433309878955,0.025431942607254454,31484666.666666668,0.8282126749528871,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-15,71.6510009765625,72.03900146484375,71.58300018310547,71.95999908447266,71.3701171875,21550000,GOOGL,0.006018177021793303,0.02431238283032333,30491200.0,0.7067612950621819,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-16,72.27249908447266,72.53500366210938,72.0,72.50800323486328,71.91364288330078,26080000,GOOGL,0.007615592032346852,0.021390560920057977,30090181.818181816,0.8667278967467492,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-17,73.12699890136719,74.02749633789062,72.82749938964844,73.97599792480469,73.3696060180664,52424000,GOOGL,0.02024599333854238,0.035382500511947246,31951333.333333332,1.640745300143969,1.0,0.0,low,low,up,high,low|low|up|high
2020-01-21,73.94999694824219,74.49400329589844,73.510498046875,74.11250305175781,73.5049819946289,48930000,GOOGL,0.0018451233952267998,0.02931862766989224,33257384.615384616,1.4712521915317824,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-22,74.48650360107422,75.02899932861328,74.13300323486328,74.19349670410156,73.58531951904297,28458000,GOOGL,0.0010929534602148738,0.037243203673474445,32914571.42857143,0.864601869775436,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-23,74.37750244140625,74.67500305175781,74.01599884033203,74.2344970703125,73.62599182128906,26650000,GOOGL,0.0005527230500856906,0.03160811166755617,32496933.333333332,0.8200773816606285,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-24,74.64099884033203,74.70999908447266,73.15899658203125,73.30850219726562,72.70757293701172,29786000,GOOGL,-0.012474112219861166,0.011040047783412943,32327500.0,0.9213827236872631,1.0,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-27,71.5770034790039,71.8290023803711,70.9749984741211,71.58650207519531,70.99969482421875,34132000,GOOGL,-0.02348968675206009,-0.03230099386473595,32433647.05882353,1.0523639212727522,1.0,0.0,low,low,down,normal,low|low|down|normal
2020-01-28,72.08699798583984,72.73999786376953,71.51799774169922,72.5250015258789,71.93048858642578,29724000,GOOGL,0.01310982764801305,-0.02142022711220004,32283111.111111112,0.9207291050015832,1.0,0.0,low,low,down,normal,low|low|down|normal
2020-01-29,72.9229965209961,73.20700073242188,72.26950073242188,72.83499908447266,72.23795318603516,21566000,GOOGL,0.004274468388185015,-0.018310260005858003,31719052.63157895,0.6799068134377146,1.0,0.0,low,low,neutral,normal,low|low|neutral|normal
