date,open,high,low,close,adj_close,volume,ticker,return_1d,trend_5d_return,volume_ma_20,volume_ratio_20,google_trends_ai_interest_raw,sec_ai_intensity_raw,G_bucket,F_bucket,T_bucket,V_bucket,state_without_position
2020-01-02,5.96875,5.9977498054504395,5.918000221252441,5.9977498054504395,5.970754146575928,237536000,NVDA,,,,,,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-03,5.877500057220459,5.9457502365112305,5.852499961853027,5.901750087738037,5.875187397003174,205384000,NVDA,-0.016005808852062486,,,,,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-06,5.808000087738037,5.9317498207092285,5.781750202178955,5.926499843597412,5.899826526641846,262636000,NVDA,0.004193760636680199,,,,,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-07,5.954999923706055,6.044250011444092,5.909749984741211,5.9982500076293945,5.97125244140625,314856000,NVDA,0.012106443205044393,,,,,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-08,5.99399995803833,6.051000118255615,5.953750133514404,6.009500026702881,5.982452392578125,277108000,NVDA,0.001875645232181311,,259504000.0,1.0678371046303718,,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-09,6.096250057220459,6.148250102996826,6.021500110626221,6.075500011444092,6.048153877258301,255112000,NVDA,0.01098236648931561,0.012963141469618078,258772000.0,0.9858562750220271,1.0,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-10,6.1832499504089355,6.213749885559082,6.09375,6.107999801635742,6.080507755279541,316296000,NVDA,0.0053493807660704995,0.03494703137147548,266989714.2857143,1.1846748510376002,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-13,6.191500186920166,6.324749946594238,6.168749809265137,6.299499988555908,6.271145820617676,319840000,NVDA,0.03135232664946597,0.0629373240550486,273596000.0,1.1690229389318558,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-14,6.256499767303467,6.2820000648498535,6.168749809265137,6.182000160217285,6.154175758361816,359088000,NVDA,-0.01865210371465076,0.030633994919914587,283095111.1111111,1.2684358927663102,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-15,6.19474983215332,6.217249870300293,6.113249778747559,6.139249801635742,6.111617565155029,263104000,NVDA,-0.006915336005631989,0.02159067287140437,281096000.0,0.9359933972735294,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-16,6.192999839782715,6.229249954223633,6.16949987411499,6.223249912261963,6.195240020751953,284192000,NVDA,0.01368254062127372,0.024319180113242744,281377454.54545456,1.0100027397685154,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-17,6.242499828338623,6.25,6.1842498779296875,6.23199987411499,6.203950881958008,253792000,NVDA,0.0014060570981715426,0.02030145041280229,279078666.6666667,0.9093923338222436,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-21,6.195250034332275,6.232250213623047,6.164249897003174,6.198500156402588,6.170600414276123,217916000,NVDA,-0.005375682096206313,-0.016033019996280262,274373846.15384614,0.7942302192965242,1.0,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-22,6.24399995803833,6.339749813079834,6.224999904632568,6.252749919891357,6.224605560302734,239240000,NVDA,0.008752008297550296,0.01144422985405047,271864285.71428573,0.8799978981109271,1.0,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-23,6.293000221252441,6.329999923706055,6.203750133514404,6.321499824523926,6.293046474456787,244516000,NVDA,0.010995221061159688,0.02968590677796379,270041066.6666667,0.9054770928668626,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-01-24,6.4375,6.487500190734863,6.207499980926514,6.26200008392334,6.2338151931762695,373512000,NVDA,-0.009412179223677208,0.006226582391497759,276508000.0,1.3508180595136488,1.0,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-27,5.955999851226807,6.056250095367432,5.805749893188477,6.005000114440918,5.977972984313965,470536000,NVDA,-0.041041032005946776,-0.036424836679674444,287921411.7647059,1.634251503269683,1.0,0.0,low,low,down,high,low|low|down|high
2020-01-28,6.071249961853027,6.231750011444092,6.017749786376953,6.199250221252441,6.171348571777344,310976000,NVDA,0.03234801963320866,0.00012124549492620318,289202222.2222222,1.075289109504307,1.0,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-29,6.184750080108643,6.2210001945495605,6.098499774932861,6.138500213623047,6.1108717918396,258848000,NVDA,-0.009799605262019284,-0.0182716426545112,287604631.57894737,0.9000133223826277,1.0,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-01-30,6.040249824523926,6.158750057220459,5.985000133514404,6.145249843597412,6.11759090423584,290504000,NVDA,0.0010995341786115276,-0.02788086357428221,287749600.0,1.0095722113949073,1.0,0.0,low,low,down,normal,low|low|down|normal
2020-01-31,6.099249839782715,6.111249923706055,5.868750095367432,5.910749912261963,5.884146213531494,370420000,NVDA,-0.03815957855938157,-0.056092291607799716,294393800.0,1.2582466070956657,1.0,0.0,low,low,down,normal,low|low|down|normal
2020-02-03,5.892499923706055,6.027750015258789,5.886250019073486,6.0082502365112305,5.981207370758057,255564000,NVDA,0.016495368011650635,0.000541050696043488,296902800.0,0.8607665539024894,1.0,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-02-04,6.150750160217285,6.197500228881836,6.100500106811523,6.178249835968018,6.150442123413086,271544000,NVDA,0.028294413178585387,-0.0033876628618688676,297348200.0,0.9132189130453792,1.0,0.0,low,low,neutral,normal,low|low|neutral|normal
2020-02-05,6.299749851226807,6.309999942779541,6.1852498054504395,6.269000053405762,6.240783214569092,208220000,NVDA,0.014688552358228302,0.021259065343667505,292016400.0,0.713042144208339,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-02-06,6.303500175476074,6.356249809265137,6.2220001220703125,6.356249809265137,6.327641010284424,218284000,NVDA,0.01391777165285335,0.03433542865756922,289075200.0,0.7551114727240524,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-02-07,6.315999984741211,6.338250160217285,6.264249801635742,6.289750099182129,6.261440753936768,189752000,NVDA,-0.010462075241003732,0.06412052432307469,285807200.0,0.6639160944860731,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-02-10,6.3125,6.574999809265137,6.307499885559082,6.574250221252441,6.5446600914001465,529608000,NVDA,0.045232295344375784,0.09420384308974028,296472800.0,1.7863628636421285,1.0,0.0,low,low,up,high,low|low|up|high
2020-02-11,6.683000087738037,6.8125,6.6207499504089355,6.697249889373779,6.667105197906494,638556000,NVDA,0.018709162094948883,0.08400421695321869,312408600.0,2.0439770223995115,1.0,0.0,low,low,up,high,low|low|up|high
2020-02-12,6.750249862670898,6.820000171661377,6.711249828338623,6.813499927520752,6.782832622528076,374644000,NVDA,0.017357971891297064,0.08685599055797533,313186400.0,1.1962332974867362,1.0,0.0,low,low,up,normal,low|low|up|normal
2020-02-13,6.755249977111816,6.836999893188477,6.727749824523926,6.769499778747559,6.7390313148498535,528016000,NVDA,-0.006457671907271312,0.06501479838960367,326432000.0,1.6175374963238898,1.0,0.0,low,low,up,high,low|low|up|high
2020-02-14,7.18149995803833,7.3742499351501465,7.150000095367432,7.244750022888184,7.212141036987305,1041924000,NVDA,0.07020441069845251,0.1518341098177447,364318600.0,2.8599253510526226,1.0,0.0,low,low,up,high,low|low|up|high
2020-02-18,7.140999794006348,7.432750225067139,7.121500015258789,7.414249897003174,7.380878448486328,620164000,NVDA,0.02339629946692079,0.1277710905391396,382637200.0,1.620762435016773,1.0,0.0,low,low,up,high,low|low|up|high
2020-02-19,7.53725004196167,7.885250091552734,7.53725004196167,7.867499828338623,7.832088470458984,694332000,NVDA,0.06113229273748444,0.1747359968038753,406458000.0,1.7082502989238741,1.0,0.0,low,low,up,high,low|low|up|high
2020-02-20,7.819250106811523,7.9079999923706055,7.408750057220459,7.71750020980835,7.682765007019043,810052000,NVDA,-0.0190655996804886,0.13267795839484342,434998600.0,1.8621944990167785,1.0,0.0,low,low,up,high,low|low|up|high
2020-02-21,7.604750156402588,7.630000114440918,7.266499996185303,7.351749897003174,7.318660259246826,768180000,NVDA,-0.04739240982114734,0.0860107213212864,461181800.0,1.6656771798019783,1.0,2.5068861997462166,low,high,up,high,low|high|up|high
2020-02-24,6.754749774932861,7.046750068664551,6.699999809265137,6.831999778747559,6.801248550415039,856916000,NVDA,-0.07069759908284567,-0.05697233102694643,485352000.0,1.7655557203843808,1.0,2.5068861997462166,low,high,down,high,low|high|down|high
2020-02-25,6.90749979019165,6.969749927520752,6.448999881744385,6.551249980926514,6.521764755249023,1055496000,NVDA,-0.041093013009936286,-0.11639721467212238,514600000.0,2.051099883404586,1.0,2.5068861997462166,low,high,down,high,low|high|down|high
2020-02-26,6.551499843597412,6.886250019073486,6.550000190734863,6.691249847412109,6.661133766174316,747732000,NVDA,0.021369831043525744,-0.14950733877704092,536437800.0,1.39388387619217,1.0,2.5068861997462166,low,high,down,normal,low|high|down|normal
2020-02-27,6.372499942779541,6.675000190734863,6.222249984741211,6.315000057220459,6.290337085723877,906416000,NVDA,-0.055665700985224165,-0.18124046746490763,568816200.0,1.5935129836316195,1.0,2.5068861997462166,low,high,down,high,low|high|down|high
